      1
      15
      23.2153      5.51687      1.02566
      18.9871      5.63659      1.03152
      16.5855      8.93247     0.914012
      11.5123      9.03871     0.138329
      28.0989      5.44031      1.01889
      26.0187      8.75357     0.978690
      21.4691      8.85590     0.106107
      116.507      5.16030      1.04529
      66.7141      5.30215      1.04666
      36.6385      5.32338  0.000646830
      34.0337      8.26312      1.04521
      30.2469      8.63385    0.0370271
      48.5300      5.52618    0.0263805
      44.3933      5.52803    0.0585563
      42.5220      8.77954    0.0964097

