3     0.805947      465
4     0.570916      224
5     -0.280592      49
6     0.608612      521
7     0.693696      1088
8     0.361814      359
9     0.592554      786
10     0.605618      1250
11     0.537231      812
12     0.521136      974
13     0.590319      1672
14     0.549091      1456
15     0.543119      1193
16     0.585403      1547
17     0.499775      1627
18     0.514829      1300
19     0.549254      2010
20     0.554568      2302
21     0.509189      1872
22     0.544630      1881
23     0.543297      2293
24     0.503297      2010
25     0.495621      2079
26     0.544425      2599
27     0.541719      2882
28     0.478890      2415
29     0.528025      2672
30     0.496733      2841
31     0.499570      2658
32     0.485634      2906
33     0.499462      3266
34     0.492085      3375
35     0.505062      3142
36     0.497570      3378
37     0.477896      3272
38     0.487657      3354
39     0.488988      3557
40     0.499678      4039
41     0.486902      3631
42     0.478717      3922
43     0.477364      3949
44     0.461931      3819
45     0.459033      3942
46     0.483542      4330
47     0.479491      4319
48     0.448522      4282
49     0.461114      4453
50     0.463421      4516
51     0.445979      4261
52     0.474627      4727
53     0.467142      5146
54     0.463943      4816
55     0.448212      4793
56     0.452733      4978
57     0.446738      5188
58     0.448987      5072
59     0.437450      5435
60     0.455478      5334
61     0.444592      5576
62     0.434531      5478
63     0.440627      5533
64     0.426834      5541
65     0.433994      5688
66     0.438039      6221
67     0.419238      6075
68     0.422955      5967
69     0.445354      6058
70     0.403730      6190
71     0.418426      6156
72     0.427622      6519
73     0.417988      6628
74     0.406612      6683
75     0.401564      6572
76     0.423040      6707
77     0.399960      6756
78     0.404632      6842
79     0.400695      6922
80     0.378352      7174
81     0.405886      7161
82     0.387353      7084
83     0.399378      7317
84     0.384626      7300
85     0.378063      7401
86     0.393352      7723
87     0.376394      7653
88     0.375300      7475
89     0.381826      7726
90     0.371754      7679
91     0.370693      8042
92     0.385490      8064
93     0.379205      8205
94     0.353038      8162
95     0.361823      8250
96     0.363080      8210
97     0.351815      8358
98     0.359197      8399
99     0.362100      8588
100     0.357209      8791
101     0.348836      8766
102     0.337067      8532
103     0.339378      8480
104     0.346359      8858
105     0.351912      9134
106     0.348969      9158
107     0.345175      9225
108     0.336961      9328
109     0.328673      9312
110     0.346361      9337
111     0.319822      9471
112     0.333491      9622
113     0.326719      9642
114     0.340118      10053
115     0.313654      9512
116     0.313630      9944
117     0.306913      9951
118     0.315587      9858
119     0.321437      10152
120     0.312510      10420
121     0.324729      10490
122     0.299958      10027
123     0.294250      10355
124     0.297699      10417
125     0.304429      10710
126     0.286867      10513
127     0.288725      11024
128     0.301936      10756
129     0.287602      10767
130     0.286540      10851
131     0.293144      10765
132     0.308200      11152
133     0.281606      11130
134     0.287826      11145
135     0.286487      11420
136     0.275294      11479
137     0.276230      11426
138     0.278875      11431
139     0.277007      11584
140     0.267706      11629
141     0.277431      11654
142     0.251704      11805
143     0.252481      11619
144     0.260195      11895
145     0.254692      11946
146     0.255938      12139
147     0.259121      11896
148     0.257877      12557
149     0.250128      12045
150     0.253096      12126
151     0.241596      12291
152     0.248604      12752
153     0.234537      12678
154     0.249713      12741
155     0.235160      12583
156     0.237157      12545
157     0.245744      12824
158     0.232897      12868
159     0.230559      12970
160     0.240626      12889
161     0.224021      13230
162     0.216548      13274
163     0.223640      13357
164     0.226027      13305
165     0.227017      13202
166     0.225952      13696
167     0.214666      13450
168     0.217956      13470
169     0.217406      13596
170     0.214461      13655
171     0.203511      13874
172     0.217164      13819
173     0.200148      13853
174     0.204756      13791
175     0.204011      14121
176     0.197799      14057
177     0.207286      14186
178     0.190459      14003
179     0.198337      14138
180     0.181455      14351
181     0.189355      14658
182     0.189485      14528
183     0.196397      14554
184     0.188398      14709
185     0.188116      14820
186     0.184900      14632
187     0.178830      14927
188     0.177620      14915
189     0.179555      14988
190     0.169879      15258
191     0.169742      15187
192     0.178794      15199
193     0.171480      15212
194     0.163629      15705
195     0.172192      15591
196     0.167115      15211
197     0.157804      15508
198     0.150251      15630
199     0.158044      15915
200     0.168351      15726
201     0.160084      15730
202     0.144998      15817
203     0.162866      15842
204     0.148334      16120
205     0.158091      16308
206     0.150551      16104
207     0.146502      16197
208     0.145770      16259
209     0.143983      16337
210     0.145017      16413
211     0.134953      16332
212     0.132992      16402
213     0.131273      16552
214     0.141935      16464
215     0.137404      16575
216     0.138448      16915
217     0.132442      16852
218     0.134476      16722
219     0.127348      17121
220     0.129579      17040
221     0.128447      16927
222     0.131546      17166
223     0.126402      17178
224     0.120038      17173
225     0.121549      17487
226     0.114098      17351
227     0.115184      17213
228     0.128392      17784
229     0.120413      17297
230     0.122633      17567
231     0.117157      17685
232     0.111093      17530
233     0.113892      17805
234     0.120964      17692
235     0.099399      18046
236     0.108098      17693
237     0.099415      18203
238     0.105666      18025
239     0.095069      18524
240     0.108826      18334
241     0.102518      18407
242     0.096628      18313
243     0.091600      18382
244     0.100747      18231
245     0.105842      18446
246     0.101110      18766
247     0.095113      18756
248     0.093152      18522
