     0.000000      1.00000      27.0000
      4.00000     0.850937      2.00000
      5.00000    -0.638774      1.00000
      6.00000     0.000000 2.01280e+009
      7.00000   0.00565600      119.000
      8.00000 1.00000e-006 1.24219e+006
      9.00000     0.000000 2.01280e+009
      10.0000    0.0145380      119.000
      11.0000     0.000000 1.24219e+006
      12.0000 2.00000e-006 1.24214e+006
      13.0000    -0.170235      11.0000
      15.0000  0.000780000      2050.00
      16.0000     0.000000 2.01280e+009
      17.0000     0.000000 2.01179e+009
      18.0000    0.0939950      17.0000
      19.0000     0.000000 1.24219e+006
      20.0000     0.138663      7.00000
      21.0000     0.000000 2.14735e+009
      22.0000     0.955086      1.00000
      23.0000     0.000000 2.01275e+009
      24.0000     0.182802      3.00000
      25.0000     0.229143      2.00000
      26.0000     0.123711      5.00000
      28.0000     0.449568      6.00000
      29.0000     0.165639      5.00000
      30.0000     0.431299      8.00000
      31.0000     0.807365      6.00000
      32.0000     0.774720      6.00000
      33.0000     0.401319      9.00000
      34.0000     0.456598      5.00000
      35.0000     0.101327      9.00000
      36.0000     0.168985      9.00000
      37.0000     0.296312      8.00000
      38.0000    0.0558300      3.00000
      39.0000    0.0471660      5.00000
      40.0000     0.346639      5.00000
      41.0000     0.810360      5.00000
      42.0000   -0.0212930      7.00000
      43.0000     0.208483      2.00000
      44.0000   -0.0468760      6.00000
      45.0000     0.145386      6.00000
      46.0000     0.266442      9.00000
      47.0000     0.330427      7.00000
      48.0000     0.708430      6.00000
      49.0000     0.417333      7.00000
      50.0000    0.0893590      5.00000
      51.0000     0.450353      4.00000
      52.0000    -0.320715      5.00000
      53.0000     0.148128      4.00000
      54.0000     0.113758      3.00000
      55.0000     0.205549      4.00000
      56.0000     0.000000 1.24303e+006
      57.0000  -0.00562900      189.000
      58.0000 2.00000e-006 1.24124e+006
      59.0000-1.00000e-006 1.24303e+006
      60.0000     0.104036      23.0000
      61.0000     0.000000 1.24124e+006
      62.0000     0.000000 2.01276e+009
      63.0000 2.00000e-006 1.24248e+006
      64.0000 3.60000e-005      133026.
      65.0000    0.0624600      24.0000
      66.0000    -0.598498      4.00000
      67.0000     0.000000 2.14735e+009
      68.0000    -0.211575      3.00000
      69.0000     0.000000 2.01281e+009
      70.0000 1.00000e-006 1.24304e+006
      72.0000-1.00000e-006 1.24301e+006
      73.0000 1.00000e-006 1.25317e+006
      74.0000     0.000000 2.14735e+009
      75.0000    -0.208393      5.00000
      76.0000    -0.586860      1.00000
      77.0000    0.0974590      4.00000
      78.0000    -0.265044      7.00000
      79.0000    -0.480203      3.00000
      80.0000     0.230187      3.00000
      81.0000     0.315741      2.00000
      82.0000     0.996639      1.00000
      83.0000    -0.692455      1.00000
      84.0000    -0.367659      2.00000
      85.0000     0.460450      1.00000
      86.0000     0.513593      2.00000
      87.0000    -0.116890      2.00000
      88.0000    -0.992155      1.00000
      89.0000     0.307889      3.00000
      92.0000     0.293493      1.00000
      93.0000    -0.986411      1.00000
      96.0000     0.886604      1.00000
      100.000     0.392669      1.00000
      103.000   -0.0377320      2.00000
      104.000    -0.999806      1.00000
      107.000    -0.725953      2.00000
      133.000     0.000000      22.0000
      134.000     0.000000 7.27461e+006
      135.000     0.000000 6.48816e+006
      136.000     0.000000 7.47122e+006
      137.000     0.000000 6.61918e+006
      138.000     0.000000 6.61926e+006
      140.000     0.000000 2.01175e+009
      141.000     0.000000 1.24265e+006
      142.000     0.000000      4.00000
      143.000     0.000000 1.24155e+006
      144.000     0.000000      1033.00
      146.000     0.000000 2.01208e+009
      147.000     0.000000      24.0000
      149.000     0.000000 1.24263e+006
      150.000     0.000000      1033.00
      152.000     0.000000 2.01208e+009
      155.000     0.000000 1.24266e+006
      156.000     0.000000 2.01179e+009
      157.000     0.000000 1.24264e+006
      158.000     0.000000 1.24264e+006
      159.000     0.000000 1.24266e+006
      160.000     0.000000 1.25709e+006
      161.000     0.000000 5.11190e+006
      162.000     0.000000 5.43956e+006
      163.000     0.000000 5.11190e+006
      164.000     0.000000 7.53675e+006
      165.000     0.000000 6.61922e+006
      166.000     0.000000 7.60228e+006
      167.000     0.000000 7.27460e+006
      168.000     0.000000 5.43960e+006
      169.000     0.000000 7.47122e+006
      170.000     0.000000 7.01247e+006
      171.000     0.000000 7.92996e+006
      172.000     0.000000 3.14578e+006
      173.000     0.000000 3.14578e+006
